date,massif,orientation,secteur,lat_depart,lon_depart,pente,activite
12 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.9489,06.5114,50° maxi/400m,RAS
12 janvier 2019 ,Beaufortain,T,Tarentaise ,45.5590,06.5241,30°/150m,RAS ce jour
12 janvier 2019 ,Vercors,W,Vercors ,45.0239,05.5174,30° maxi,ras. accumulation due au vent sur neige gelée sous le sommet
12 janvier 2019 ,Lauzière - Cheval Noir,NE,Tarentaise ,45.4182,06.4678,40-45° sur 300m.,RAS
12 janvier 2019 ,Belledonne,T,Grésivaudan ,45.24319,5.979609,maxi 30°,RAS
12 janvier 2019 ,Lauzière - Cheval Noir,S,Maurienne ,45.5387,06.3727,35° sous le sommet,RAS
12 janvier 2019 ,Beaufortain,S,Tarentaise ,45.5924,06.6708,45-50°/150m,néant
12 janvier 2019 ,Vanoise,T,Tarentaise ,45.3817,06.7153,"40/45° sur 250m, pass à  45°/50°",RAS
12 janvier 2019 ,Belledonne,SW,Grésivaudan ,45.24319,5.979609,35° court,RAS
12 janvier 2019 ,Vercors,W,Vercors ,45.1182,05.6101,faible,RAS
12 janvier 2019 ,Grandes Rousses - Arves,E,Maurienne ,45.2058,06.4194,30°,RAS
12 janvier 2019 ,Lauzière - Cheval Noir,S,Maurienne ,45.2831,06.4064,30 ° maxi,Ras ce jour
12 janvier 2019 ,Bornes - Aravis,NW,Borne-Fier ,45.9231,06.4836,>35°/150m.,RAS
12 janvier 2019 ,Alpes Grées N,E,Val d'Aoste ,45.62186,7.057874,30,rien vu
12 janvier 2019 ,Bornes - Aravis,N,Borne-Fier ,45.8723,06.4645,35-40° sur 250m,ras
12 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8028,06.3850,40°/200m  dont 50m à plus de 45° si l'on prend directement,RAS
12 janvier 2019 ,Ecrins,SE,"Haute Durance, Briançonnais ",44.87937,6.589897,33° sur 200m,RAS
12 janvier 2019 ,Belledonne,E,Oisans ,45.20321,6.04034,Faible,ras
12 janvier 2019 ,Haut Giffre - Aiguilles Rouges,W,Faucigny ,46.1125,06.7503,30°,RAS
12 janvier 2019 ,Bornes - Aravis,SE,Borne-Fier ,45.9763,06.4559,30° max,RAS
12 janvier 2019 ,Lauzière - Cheval Noir,SE,Maurienne ,45.4230,6.3596,30°,RAS
12 janvier 2019 ,Chablais - Faucigny,SE,Chablais ,46.2530,06.6739,30°,RAS
12 janvier 2019 ,Belledonne,T,Oisans ,45.20321,6.04034,45° sur 200m,Ras ce jour mais belle coulée classique dans la SO de Vouteret
12 janvier 2019 ,Devoluy,NW,Devoluy ,44.6682,05.9512,40° sur 200 m (passages à 45°),RAS
12 janvier 2019 ,Beaufortain,T,Beaufortain ,45.7731,06.6382,"30°, 300m",Ras
12 janvier 2019 ,Ecrins,E,"Haute Durance, Briançonnais ",44.7421,06.4896,passages à 40°,RAS
11 janvier 2019 ,Lauzière - Cheval Noir,E,Tarentaise ,45.47123,6.41270,30° max.,RAS
11 janvier 2019 ,Lauzière - Cheval Noir,E,Tarentaise ,45.47123,6.41270,"30°, passage un peu plus raide sur la fin.",ras
11 janvier 2019 ,Ecrins,S,Champsaur ,44.6937,06.3706,30° max,RAS
11 janvier 2019 ,Bornes - Aravis,SE,Borne-Fier ,45.9774,06.4691,40° très court sinon 30°-35°,RAS
11 janvier 2019 ,Belledonne,NW,Grésivaudan ,45.3936,6.1279,Faible,RAS
11 janvier 2019 ,Belledonne,NW,Grésivaudan ,45.14037,5.88762,40° sur 200 mètres,RAS sauf une petite coulée dans le couloir.
11 janvier 2019 ,Belledonne,T,Grésivaudan ,45.24319,5.979609,maxi 30°,RAS sur itinéraire
11 janvier 2019 ,Belledonne,N,Maurienne ,45.37180,6.25654,45°/50m 40°/350,"rien, mais de nombreuses accumulations en cours ou déjà existantes."
11 janvier 2019 ,Belledonne,T,Grésivaudan ,45.1870,5.8994,40°/200m,"RAS, mais des accus en face Sud raide méfiate, en Nord raide il faut éviter certains talwegs plaqués"
11 janvier 2019 ,Taillefer - Matheysine,T,Matheysine et périphériques ,45.0323,05.8576,40°/200 m,ras
11 janvier 2019 ,Vanoise,W,Maurienne ,45.2513,06.4721,30°,RAS
11 janvier 2019 ,Haut Giffre - Aiguilles Rouges,SE,Vallée de l'Arve ,45.96022,6.886876,30°,rien vu.
11 janvier 2019 ,Haut Giffre - Aiguilles Rouges,W,Faucigny ,46.1125,06.7503,30°,aucune sur cet itinéraire
11 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8028,06.3850,30°/ 100m,"RAS, neige froide sur fond dur, ancienne coulée dans la montée au col"
11 janvier 2019 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,court 35°,"ras, mais formation de plaques compactes (fines pour l'instant, environ 10cm d'épaisseur) en pentes sud dans le haut des vallons des Vans."
11 janvier 2019 ,Bornes - Aravis,N,Borne-Fier ,45.8518,06.4118,45°max.,RAS
11 janvier 2019 ,Bauges,E,Bauges ,45.70667,6.29861,courts passages à 35°,RAS
10 janvier 2019 ,Beaufortain,E,Beaufortain ,45.69559,6.555061,30° à la fin,Rien
10 janvier 2019 ,Bornes - Aravis,S,Vallée de l'Arve ,45.8703,06.5857,30,ras
10 janvier 2019 ,Bornes - Aravis,SE,Borne-Fier ,46.0023,06.5043,passage à 40°,RAS
10 janvier 2019 ,Cerces - Thabor - Mont Cenis,SE,"Haute Durance, Briançonnais ",45.0181,06.4663,40°/100m,"néant, et pourtant .."
10 janvier 2019 ,Bornes - Aravis,NW,Borne-Fier ,45.9231,06.4836,>35°/150m.,RAS
10 janvier 2019 ,Chartreuse,W,Grésivaudan ,45.29762,5.84279,30°,ras
10 janvier 2019 ,Chablais - Faucigny,SE,Faucigny ,46.1441,06.5907,35°,Ras mais des accumulations dans la traversée pour atteindre le col de chalune.
10 janvier 2019 ,Chablais - Faucigny,S,Faucigny ,46.1613,06.5568,30° sur 100 mètres sous le sommet,ras
10 janvier 2019 ,Beaufortain,W,Tarentaise ,45.5590,06.5241,35° sur 300m,ras
10 janvier 2019 ,Cerces - Thabor - Mont Cenis,NE,"Haute Durance, Briançonnais ",45.0025,6.66083,35° - court passage à 40° pour le sommet,"Gras tassements sur les plats près du Lac la Barre, là où le vent a déposé la neige; dans les pentes il n'y a pas d'accumulation, que de la neige béton!"
10 janvier 2019 ,Chablais - Faucigny,N,,,,25°,RAS
09 janvier 2019 ,Chablais - Faucigny,NE,Faucigny ,46.1529,6.6619,20,RAS
09 janvier 2019 ,Belledonne,W,Grésivaudan ,45.32596,6.047029,Faible,ras
09 janvier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,N,Ubaye ,44.48138,6.80775,30°/100 m,RAS........................................
09 janvier 2019 ,Queyras - Alpes Cozie N,NW,Queyras ,44.67078,6.73274,30°,RAS. Les rares endroits restés poudreux sont en faces planes ...
08 janvier 2019 ,Beaufortain,NE,Beaufortain ,45.6723,6.5401,pente faible,RAS coulées très anciennes au loin.
08 janvier 2019 ,Ecrins,NE,Champsaur ,44.6227,06.2279,40° sur 50m,RAS
07 janvier 2019 ,Bornes - Aravis,W,Borne-Fier ,45.8028,06.3850,40°/200m  dont 50m à plus de 45° si l'on prend directement,RAS
07 janvier 2019 ,Beaufortain,T,Tarentaise ,45.5590,06.5241,30°/150m,aucune activité récente.
07 janvier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,N,Ubaye ,44.52611,6.77278,30° maxi,RAS; de grosses épaisseurs de neige sans cohésion (30 à 40 cm) dans les vallons et les bis abrités du vent ...
07 janvier 2019 ,Ecrins,T,Champsaur ,44.72028,6.25917,passages  à 35°,ras sur l'itinéraire
07 janvier 2019 ,Queyras - Alpes Cozie N,T,Queyras ,44.76791,6.73802,35° sur 200m,RAS sur itinéraire  / effets de vent importants  sur toutes les faces N  / NE
06 janvier 2019 ,Bauges,E,Bauges ,45.6236,06.0812,20°,RAS
06 janvier 2019 ,Devoluy,SE,Champsaur ,44.68373,6.02051,30/35° sur 400 m,RAS
06 janvier 2019 ,Haut Giffre - Aiguilles Rouges,S,Bas Valais - Chablais Vaudois ,46.0822,06.9740,30°/35° sur 400m,ras
06 janvier 2019 ,Beaufortain,T,Tarentaise ,45.5924,06.6708,35°,"ras, un peu de transport avec le vent très fort mais tellement dure qu'il n'y en a pas assez pour former de grosses accus."
06 janvier 2019 ,Belledonne,W,Grésivaudan ,45.24319,5.979609,35° max,Rien tout est figé et fixé par le froid et la sécheresse.
06 janvier 2019 ,Lauzière - Cheval Noir,SE,Tarentaise ,45.47123,6.41270,faible,ras
06 janvier 2019 ,Beaufortain,W,Beaufortain ,45.66282,6.551198,30/35°,RAS
06 janvier 2019 ,Beaufortain,T,Tarentaise ,45.5924,06.6708,45° sur 100 m,Rien pendant ces deux jours. Du transport dimanche avec le peu de neige non gelée mobilisable. D'anciennes traces de plaques sous le col de la Charbonnière et des reptations/fond en pente raides ensoleillées.
06 janvier 2019 ,Vanoise,N,Tarentaise ,45.40838,6.66024,40°/200m pass à 45°,ras
06 janvier 2019 ,Vanoise,N,Tarentaise ,45.45845,6.899056,35°sur 50 mètres dans le goulet  ,"Anciennes coulées visibles (plaques) en Est principalement. Anciennes coulées de neige lourde en pente sud raide. Rien vu partir mais au delà de 2500/2800m, transport de neige du nord vers le sud avec formation de plaques."
06 janvier 2019 ,Belledonne,S,Grésivaudan ,45.4279,6.1658,35° sur 500m,RAS
06 janvier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,T,Ubaye ,44.52468,6.796900,passages à 30°,RAS
06 janvier 2019 ,Belledonne,S,Maurienne ,45.28305,6.21008,35°/100m,RAS
06 janvier 2019 ,Mercantour - Alpes Maritimes Italiennes,S,Vésubie ,44.07392,7.400557,35°/40° env sur 250m,RAS
06 janvier 2019 ,Lauzière - Cheval Noir,E,Tarentaise ,45.47123,6.41270,"30°, passage un peu plus raide sur la fin.",RAS
06 janvier 2019 ,Bornes - Aravis,NE,Borne-Fier ,45.8467,06.3151,max 35°,ras
06 janvier 2019 ,Mercantour - Alpes Maritimes Italiennes,SE,Vésubie ,44.11996,7.27398,450m entre 35 et 40° Moyenne à 36°,RAS
06 janvier 2019 ,Beaufortain,E,Vallée de l'Arve ,45.7921,06.7157,30°,ras des restes de coulées anciennes
05 janvier 2019 ,Valais E - Alpes Pennines E,W,Val d'Aoste ,45.86892,7.64138,35°/200m,RAS
05 janvier 2019 ,Tessin W - Conches,T,Haut Valais ,46.2802,8.0371,40-45/100,"RAS, mais beaucoup de vent avec transport de neige sur les cretes du Monte Leone"
05 janvier 2019 ,Beaufortain,N,Tarentaise ,45.5805,06.6526,40°,RAS.
05 janvier 2019 ,Vanoise,N,Tarentaise ,45.41472,6.46639,35°/400m,ras
05 janvier 2019 ,Grandes Rousses - Arves,SE,Oisans ,45.1683,06.0948,"40-45°/450m, passages plus raides",rien.
05 janvier 2019 ,Beaufortain,S,Tarentaise ,45.5924,06.6708,35°,aucune
05 janvier 2019 ,Vercors,W,Vercors ,45.0198,05.5313,30-35°,rien vu
05 janvier 2019 ,Queyras - Alpes Cozie N,T,Queyras ,44.7569,06.9926,"Faible, passages à 40°",néant
05 janvier 2019 ,Chablais - Faucigny,W,Chablais ,46.1494,6.7543,Passages à 25° sous le sommet,RAS
05 janvier 2019 ,Beaufortain,S,Tarentaise ,45.5924,06.6708,380m à 35°,ras
05 janvier 2019 ,Vanoise,T,Tarentaise ,45.3811,06.7352,35-40°,RAS
05 janvier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,SE,Val Maira ,44.45137,6.99799,35° à 40° sur 100 m,ras
05 janvier 2019 ,Lauzière - Cheval Noir,SE,Tarentaise ,45.4991,06.4317,35° sur le haut,ras
05 janvier 2019 ,Mont Blanc,T,Vallée de l'Arve ,45.9784,6.9266,40° sur 100 m.,"bra à 1 jusqu'à 2500, franchement y a rien qui bouge!"
05 janvier 2019 ,Ecrins,W,Champsaur ,44.6891,06.1663,38°sur350m,RAS
04 janvier 2019 ,Mont-Perdu - Gavarnie - Bigorre,E,,42.75703,-0.09362,30° maxi,ras
04 janvier 2019 ,Ecrins,E,Champsaur ,44.6891,06.1663,35° / 150m,RAS
04 janvier 2019 ,Valais E - Alpes Pennines E,E,Haut Valais ,46.2244,8.0175,40/200,rien de recent
04 janvier 2019 ,Vanoise,T,Maurienne ,45.2332,06.7421,Courts passages 45°,"RAS, quelques plaques dures formées entre le 30 et le 2 mais semblant bien tenir."
04 janvier 2019 ,Queyras - Alpes Cozie N,SW,"Haute Durance, Briançonnais ",44.8597,6.5981,33° sur 300m,RAS
04 janvier 2019 ,Queyras - Alpes Cozie N,NW,Queyras ,44.71893,6.90379,passages 35°,RAS
04 janvier 2019 ,Beaufortain,W,Tarentaise ,45.5924,06.6708,50°/200 45/400,ras
04 janvier 2019 ,Queyras - Alpes Cozie N,S,Queyras ,44.77603,6.76762,33° sur 200m,RAS
04 janvier 2019 ,Belledonne,N,Grésivaudan ,45.2620,6.0481,35° sur 200m,RAS tout est figé
04 janvier 2019 ,Beaufortain,E,Tarentaise ,45.6329,06.7638,35,RAS
04 janvier 2019 ,Ecrins,W,Champsaur ,44.6937,06.3706,35° max,Rien observé
04 janvier 2019 ,Vanoise,N,Tarentaise ,45.3682,06.5846,35° maxi,"RAS tres stable, en particulier la pente W de la pointe des fonds est en neige compact, couteaux utiles"
04 janvier 2019 ,Belledonne,SW,Oisans ,45.20321,6.04034,250m a 45° un peu plus en haut,ras
04 janvier 2019 ,Ecrins,N,Champsaur ,44.6227,06.2279,40° sur 100m,RAS
03 janvier 2019 ,Mont-Perdu - Gavarnie - Bigorre,N,,42.72906,-0.02971,40°,ras
03 janvier 2019 ,Haut Giffre - Aiguilles Rouges,SE,Bas Valais - Chablais Vaudois ,46.0822,06.9740,>40/200,RAS
03 janvier 2019 ,Bornes - Aravis,SE,Borne-Fier ,45.9774,06.4691,40° très court sinon 30°-35°,aucune
03 janvier 2019 ,Belledonne,S,Grésivaudan ,45.24319,5.979609,32°/600m,RAS sur l'itinéraire
03 janvier 2019 ,Belledonne,S,Grésivaudan ,45.1870,5.8994,30°/400m,ras
03 janvier 2019 ,Beaufortain,E,Tarentaise ,45.5924,06.6708,40°/45° sur 250 m; passage à 50°,ras
03 janvier 2019 ,Chablais - Faucigny,SW,Chablais ,46.23112,6.78843,<25°,RAS
03 janvier 2019 ,Grandes Rousses - Arves,SE,"Haute Durance, Briançonnais ",45.0423,06.4177,40° (passages 45°) dans le couloir termi,RAS
03 janvier 2019 ,Lauzière - Cheval Noir,SE,Maurienne ,45.4230,6.3596,40° sur 200 m,rien
03 janvier 2019 ,Oberhalbsteiner Alpen,NE,,,,30° sur 200 m,"néant, mais avec le vent fort de la veille, méfiance !"
03 janvier 2019 ,Bornes - Aravis,SE,Borne-Fier ,45.9774,06.4691,25°,RAS
03 janvier 2019 ,Ecrins,SE,Champsaur ,44.7379,06.2479,35° maxi,RAS mais beaucoup de transport de neige dans le frigot des moutières...
02 janvier 2019 ,Lauzière - Cheval Noir,T,Maurienne ,45.2513,06.4721,40°/250m,RAS malgré un tout petit peu de transport en haut. Anciennes purges sur le couloir.
02 janvier 2019 ,Ecrins,NE,"Haute Durance, Briançonnais ",44.8277,6.4844,40° sur 200 m,RAS
02 janvier 2019 ,Queyras - Alpes Cozie N,S,"Haute Durance, Briançonnais ",44.87007,6.72585,25 maxi,ras
02 janvier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,S,Ubaye ,44.52468,6.796900,30/35° sur 200m,RAS
02 janvier 2019 ,Mercantour - Alpes Maritimes Italiennes,T,Vésubie ,44.07392,7.400557,35° sur 150m (courts passages à 45°),Néant
02 janvier 2019 ,Belledonne,SE,Maurienne ,45.31620,6.25053,45°/20m puis 40°/50 m,"RAS le jour de la rando, tout est figé."
02 janvier 2019 ,Queyras - Alpes Cozie N,NW,Val de Suze ,44.91889,6.82556,passages à 35°,rien vu
02 janvier 2019 ,Beaufortain,T,Tarentaise ,45.5590,06.5241,30°/150m,RAS!!!
02 janvier 2019 ,Chablais - Faucigny,SE,Faucigny ,46.1441,06.5907,35°,rien de récent
02 janvier 2019 ,Haut Giffre - Aiguilles Rouges,W,Vallée de l'Arve ,45.9509,06.7400,35° max.,plusieurs anviennes coulées de neige lourde mais sinon Ras.
02 janvier 2019 ,Belledonne,NE,Grésivaudan ,45.24319,5.979609,45°/100m et 50°/50m,RAS
02 janvier 2019 ,Vanoise,NE,Tarentaise ,45.3189,6.5355,Pas de pentes supérieures à 30°,néant
02 janvier 2019 ,Ubaye - Parpaillon - Alpes Cozie S,N,Embrunais ,44.54781,6.62473,faible,Rien vue sur l'itinéraire
02 janvier 2019 ,Devoluy,T,Devoluy ,44.6656,05.9468,passages à 30°,RAS
02 janvier 2019 ,Ecrins,N,Embrunais ,44.6153,06.3335,30° max,Rien de récent.
02 janvier 2019 ,Lauzière - Cheval Noir,S,Maurienne ,45.5387,06.3727,35° sous le sommet,ras
02 janvier 2019 ,Ecrins,W,Champsaur ,44.6718,06.3242,40° sur 400m,Des anciennes coulées mais rien aujourd'hui
01 janvier 2019 ,Mont-Perdu - Gavarnie - Bigorre,E,,42.75703,-0.09362,<30,ras
01 janvier 2019 ,Haut Giffre - Aiguilles Rouges,E,Bas Valais - Chablais Vaudois ,46.0822,06.9740,max 45,RAS
01 janvier 2019 ,Mercantour - Alpes Maritimes Italiennes,T,Vésubie ,44.11996,7.27398,30° maxi,"RAS, bonne stabilité du manteau neigeux qui est peu épais surtout en versant Sud sous les 2300 m."
01 janvier 2019 ,Grandes Rousses - Arves,S,Oisans ,45.0583,06.3162,45°,RAS
01 janvier 2019 ,Mercantour - Alpes Maritimes Italiennes,NW,Haut-Var ,44.235,6.75222,< 35°,RAS.
01 janvier 2019 ,Beaufortain,S,Tarentaise ,45.5924,06.6708,35°,"pas assez de neige pour de grosses coulées, RAS autour"
01 janvier 2019 ,Beaufortain,W,Val d'Arly ,45.82361,6.6,30°,néant
01 janvier 2019 ,Devoluy,SE,Devoluy ,44.6913,05.8628,35° sur 200m,RAS
01 janvier 2019 ,Albula Alpen,SW,,,,passages à 30°,néant
01 janvier 2019 ,Grandes Rousses - Arves,E,Maurienne ,45.1686,06.4203,35° dans les pentes finales,"aucune ce jour, possibles plaques à vent à proximité de l'arrête S O, et en partie supérieure du couloir orienté S-E"
01 janvier 2019 ,Chartreuse,SW,Grésivaudan ,45.29762,5.84279,40-45° sur 150 m,RAS
01 janvier 2019 ,Queyras - Alpes Cozie N,N,Queyras ,44.7334,6.8353,Passage à 40°,RAS
01 janvier 2019 ,Beaufortain,T,Tarentaise ,45.5590,06.5241,30°/150m,"RAS, quelques accu de surfaces par endroit mais tout avait l'air très stable"
01 janvier 2019 ,Belledonne,E,Grésivaudan ,45.24319,5.979609,35,RAS
01 janvier 2019 ,Queyras - Alpes Cozie N,NW,Queyras ,44.71893,6.90379,passages 35°,rien à signaler. Conditions printanières. Le vent a formé quelques cumuls douteux dans les pentes raides.
01 janvier 2019 ,Bornes - Aravis,S,Borne-Fier ,45.9231,06.4836,40°-45°/400m,purges dans les faces Sud. Ras sinon.
01 janvier 2019 ,Belledonne,W,Grésivaudan ,45.12585,5.87897,Variable,RAS
31 décembre 2018 ,Mont-Perdu - Gavarnie - Bigorre,SE,,42.90069,-0.11718,"40°/100m, 35°/500m",ras
31 décembre 2018 ,Beaufortain,T,Tarentaise ,45.6329,06.7638,40°/100m,RAS
31 décembre 2018 ,Queyras - Alpes Cozie N,T,Queyras ,44.79438,6.72378,40° sur 150m,rien à signaler sur l'itinéraire. Le couloir N semblait bien chargé et plaqué.
31 décembre 2018 ,Belledonne,SE,Grésivaudan ,45.24319,5.979609,35°,plusieures plaques sont parties en versant Nord des Dents de Bédina et du Jas des Lièvres. Sinon RAS
31 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,S,,44.42186,6.898469,40° sur 200m,rien vu
31 décembre 2018 ,Grandes Rousses - Arves,SE,"Haute Durance, Briançonnais ",45.0423,06.4177,40° (passages 45°) dans le couloir termi,RAS
31 décembre 2018 ,Belledonne,NE,Grésivaudan ,45.24319,5.979609,45°/100m et 50°/50m,RAS
31 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,T,Tinée ,44.28341,6.866776,38° se relevant à 44° à partir du coude. Haut à 50° sur 60m,RAS
31 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,N,Ubaye ,44.52468,6.796900,40/45° sur 350m - Moy. 37° sur 750m,RAS
31 décembre 2018 ,Grandes Rousses - Arves,SW,Oisans ,45.0571,06.0768,passages 30°,RAS
31 décembre 2018 ,Belledonne,N,Maurienne ,45.28305,6.21008,30/35°,"RAS lors de la rando. Énorme cassure sous le Bec d'Arguille et le passage Brabant, dépôt occupant le bas de la combe d'accès au col du Sambuis."
31 décembre 2018 ,Vosges,N,,48.05938,6.89117,faible,RAS risque nul!
31 décembre 2018 ,Plessur-Alpen,S,,,,peu de pentes au delà de 25°,néant
31 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,N,Embrunais ,44.48473,6.55066,35° sur 250m,Rien observé
31 décembre 2018 ,Mont Blanc,W,Vallée de l'Arve ,45.9784,6.9266,30,ras
31 décembre 2018 ,Chablais - Faucigny,SE,Faucigny ,46.1441,06.5907,35°,Rien de récent !
31 décembre 2018 ,Queyras - Alpes Cozie N,S,Queyras ,44.77603,6.76762,33° sur 200m,RAS
31 décembre 2018 ,Beaufortain,SE,Tarentaise ,45.6096,06.7418,passages 45 °,"RAS! Même en pente bien raide, bon fond"
31 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,S,,44.42186,6.898469,40° sur 200m,RAS
31 décembre 2018 ,Bornes - Aravis,SW,Borne-Fier ,45.9231,06.4836,45°/50° sur 300m,"à part l'avalanche de bières et fromages observée hier soir, rien à signaler."
31 décembre 2018 ,Queyras - Alpes Cozie N,W,"Haute Durance, Briançonnais ",44.87007,6.72585,moyenne,RAS
31 décembre 2018 ,Bornes - Aravis,SE,Borne-Fier ,45.9774,06.4691,40° très court sinon 30°-35°,RAS aujourd'hui..........................................
30 décembre 2018 ,Queyras - Alpes Cozie N,W,,,,40-45°,rien à signaler sur l'itinéraire.
30 décembre 2018 ,Mercantour - Alpes Maritimes Italiennes,NE,Tinée ,44.28341,6.866776,40°/45° sur 300m,ras
30 décembre 2018 ,Lauzière - Cheval Noir,E,Maurienne ,45.3437,6.35625,faible,aucune
30 décembre 2018 ,Belledonne,S,Maurienne ,45.29037,6.21708,35°/300m - 30°/500m,"RAS ce dimanche. Un peu de transport par le vent sur les crêtes. De nombreuses coulées importantes visibles dans le vallon, probablement descendues lors de l'épisode pluvieux avant Noël."
30 décembre 2018 ,Devoluy,SE,Devoluy ,44.6983,05.8762,38° sur 150m,RAS
30 décembre 2018 ,Lauzière - Cheval Noir,N,Tarentaise ,45.47123,6.41270,35°/50,ras
30 décembre 2018 ,Grandes Rousses - Arves,E,Maurienne ,45.2058,06.4194,30°,RAS
30 décembre 2018 ,Bornes - Aravis,SW,Borne-Fier ,45.8373,06.4159,40° sur 150m,RAS
30 décembre 2018 ,Mont-Perdu - Gavarnie - Bigorre,SW,,42.78365,0.03515,40° /200m,ras
30 décembre 2018 ,Devoluy,N,Devoluy ,44.6656,05.9468,35°,"RAS, tout est béton"
30 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,T,Ubaye ,44.55366,6.804308,40°/250 m,Ras
30 décembre 2018 ,Ubaye - Parpaillon - Alpes Cozie S,NE,Ubaye ,44.47228,6.723654,35° maxi,RAS
30 décembre 2018 ,Bornes - Aravis,SE,Borne-Fier ,45.9774,06.4691,25°,RAS
30 décembre 2018 ,Belledonne,W,Grésivaudan ,45.14037,5.88762,"45°/50m sur le final, généralement franchi à pied",ras
